Sno.,layer_name,dataset_name (from DB),column_name,column_name_description,comments
503,drought_2017_2022,Drought,rd22-7-3,rainfall deviation ,
504,drought_2017_2022,Drought,rd19-7-31,rainfall deviation ,
505,drought_2017_2022,Drought,rd22-8-21,rainfall deviation ,
506,drought_2017_2022,Drought,rd21-8-14,rainfall deviation ,
507,drought_2017_2022,Drought,pcr_k_2019,percent of area cropped kharif for 2019,
508,drought_2017_2022,Drought,rd18-7-25,rainfall deviation ,
509,drought_2017_2022,Drought,pcr_k_2018,percent of area cropped kharif for 2018,
510,drought_2017_2022,Drought,pcr_k_2017,percent of area cropped kharif for 2017,
511,drought_2017_2022,Drought,rd19-8-14,rainfall deviation ,
512,drought_2017_2022,Drought,rd22-10-2,rainfall deviation ,
513,drought_2017_2022,Drought,rd22-8-28,rainfall deviation ,
514,drought_2017_2022,Drought,rd17-9-24,rainfall deviation ,
515,drought_2017_2022,Drought,rd21-8-21,rainfall deviation ,
516,drought_2017_2022,Drought,inth1_2019,intensity of drought 2019 at threshold 1,
517,drought_2017_2022,Drought,rd18-8-22,rainfall deviation ,
518,drought_2017_2022,Drought,inth1_2018,intensity of drought 2018 at threshold 1,
519,drought_2017_2022,Drought,inth1_2017,intensity of drought 2017 at threshold 1,
520,drought_2017_2022,Drought,rd21-8-28,rainfall deviation ,
521,drought_2017_2022,Drought,rd19-7-10,rainfall deviation ,
522,drought_2017_2022,Drought,inth2_2018,intensity of drought 2018 at threshold 2,
523,drought_2017_2022,Drought,inth2_2017,intensity of drought 2017 at threshold 2,
524,drought_2017_2022,Drought,rd18-8-29,rainfall deviation ,
525,drought_2017_2022,Drought,rd19-7-17,rainfall deviation ,
526,drought_2017_2022,Drought,inth2_2019,intensity of drought 2019 at threshold 2,
527,drought_2017_2022,Drought,rd18-10-3,rainfall deviation ,
528,drought_2017_2022,Drought,rd22-8-7,rainfall deviation ,
529,drought_2017_2022,Drought,rd22-7-24,rainfall deviation ,
530,drought_2017_2022,Drought,drysp_2022,dryspell length 2022,
531,drought_2017_2022,Drought,rd17-9-17,rainfall deviation ,
532,drought_2017_2022,Drought,drysp_2021,dryspell length 2021,
533,drought_2017_2022,Drought,inth1_2022,intensity of drought 2022 at threshold 1,
534,drought_2017_2022,Drought,rd22-7-31,rainfall deviation ,
535,drought_2017_2022,Drought,inth1_2021,intensity of drought 2021 at threshold 1,
536,drought_2017_2022,Drought,inth1_2020,intensity of drought 2020 at threshold 1,
537,drought_2017_2022,Drought,drysp_2020,dryspell length 2020,
538,drought_2017_2022,Drought,rd17-9-10,rainfall deviation ,
539,drought_2017_2022,Drought,rd18-8-15,rainfall deviation ,
540,drought_2017_2022,Drought,w_sev_2022,number of weeks in severe drought for 2022,
541,drought_2017_2022,Drought,rd21-10-9,rainfall deviation ,
542,drought_2017_2022,Drought,w_sev_2021,number of weeks in severe drought for 2021,
543,drought_2017_2022,Drought,rd19-7-24,rainfall deviation ,
544,drought_2017_2022,Drought,rd21-10-2,rainfall deviation ,
545,drought_2017_2022,Drought,rd20-9-25,rainfall deviation ,
546,restoration_vector,Restoration Vector,uid,unique identifier,
547,restoration_vector,Restoration Vector,area_in_ha,area in hectares,
548,restoration_vector,Restoration Vector,Excluded Areas,areas that are excluded from restoration,
549,restoration_vector,Restoration Vector,id,id,
550,restoration_vector,Restoration Vector,Mosaic Restoration,area of land restored using a patchwork approach,
551,restoration_vector,Restoration Vector,Protection,area that falls under protection measures,
552,restoration_vector,Restoration Vector,Wide-scale Restoration,area of land involved in broad sacle restoration,
553,restoration_vector,Restoration Vector,system:index,,
554,soge_vector,SOGE,code,"code of the class(Safe=1, Semi-Critical=2, Critical=3, Over-Exploited=4, Saline=5)",
555,soge_vector,SOGE,soge_block,block name,
556,soge_vector,SOGE,agwd_dom_i,annual ground water draft for domestic and industrial,
557,soge_vector,SOGE,pct_area_soge,percentage of the area that falls under the given assessment unit,
558,soge_vector,SOGE,ar_gwr_tot,annual extractable ground water replenishment,
559,soge_vector,SOGE,soge_district,district name,
560,soge_vector,SOGE,agwd_irr,annual ground water draft for irrigation,
561,soge_vector,SOGE,uid,unique identifier,
562,soge_vector,SOGE,soge_tehsil,tehsil name,
563,soge_vector,SOGE,soge_state,state name,
564,soge_vector,SOGE,soge_objectid,object id,
565,soge_vector,SOGE,area_in_ha,area in hectares,
566,soge_vector,SOGE,sgw_dev_pe,stage of ground water development in percentage,
567,soge_vector,SOGE,nat_discha,natural discharge,
568,soge_vector,SOGE,max_intersection_area_ha,maximum overlapping area (in hectares),
569,soge_vector,SOGE,class,"ground water resource categorization(Safe, Semi-Critical, Critical, Over-Exploited, Saline)",
570,soge_vector,SOGE,na_gwa,net annual ground water availability,
571,soge_vector,SOGE,system:index,,
572,soge_vector,SOGE,agwd_tot,total annual ground water draft,
573,lulc_vector,LULC,single_kharif_cropped_area_2019,single kharif cropped area for 2019,
574,lulc_vector,LULC,single_kharif_cropped_area_2018,single kharif cropped area for 2018,
575,lulc_vector,LULC,barrenlands_area_2017,barren land area for 2017,
576,lulc_vector,LULC,single_kharif_cropped_area_2017,single kharif cropped area for 2017,
577,lulc_vector,LULC,barrenlands_area_2018,barren land area for 2018,
578,lulc_vector,LULC,barrenlands_area_2019,barren land area for 2019,
579,lulc_vector,LULC,triply_cropped_area_2022,tripple/annual/perennial cropping area for 2022,
580,lulc_vector,LULC,triply_cropped_area_2021,tripple/annual/perennial cropping area for 2021,
581,lulc_vector,LULC,triply_cropped_area_2020,tripple/annual/perennial cropping area for 2020,
582,lulc_vector,LULC,triply_cropped_area_2023,tripple/annual/perennial cropping area for 2023,
583,lulc_vector,LULC,shrub_scrub_area_2023,shrubs and shrubs area for 2023,
584,lulc_vector,LULC,id,id,
585,lulc_vector,LULC,shrub_scrub_area_2022,shrubs and shrubs area for 2022,
586,lulc_vector,LULC,shrub_scrub_area_2021,shrubs and shrubs area for 2021,
587,lulc_vector,LULC,shrub_scrub_area_2020,shrubs and shrubs area for 2020,
588,lulc_vector,LULC,barrenlands_area_2023,barren land area for 2023,
589,lulc_vector,LULC,barrenlands_area_2021,barren land area for 2021,
590,lulc_vector,LULC,barrenlands_area_2022,barren land area for 2022,
591,lulc_vector,LULC,shrub_scrub_area_2019,shrubs and shrubs area for 2019,
592,lulc_vector,LULC,shrub_scrub_area_2018,shrubs and shrubs area for 2018,
593,lulc_vector,LULC,shrub_scrub_area_2017,shrubs and shrubs area for 2017,
594,lulc_vector,LULC,tree_forest_area_2023,tree area(changed) for 2023,
595,lulc_vector,LULC,single_kharif_cropped_area_2023,single kharif cropped area for 2023,
596,lulc_vector,LULC,single_kharif_cropped_area_2022,single kharif cropped area for 2022,
597,lulc_vector,LULC,single_kharif_cropped_area_2021,single kharif cropped area for 2021,
598,lulc_vector,LULC,single_kharif_cropped_area_2020,single kharif cropped area for 2020,
599,lulc_vector,LULC,tree_forest_area_2020,tree area(changed) for 2020,
600,lulc_vector,LULC,tree_forest_area_2021,tree area(changed) for 2021,
601,lulc_vector,LULC,tree_forest_area_2022,tree area(changed) for 2023,
602,lulc_vector,LULC,triply_cropped_area_2019,tripple/annual/perennial cropping area for 2019,
603,lulc_vector,LULC,doubly_cropped_area_2021,double cropping area for 2021,
604,lulc_vector,LULC,triply_cropped_area_2018,tripple/annual/perennial cropping area for 2018,
605,lulc_vector,LULC,doubly_cropped_area_2020,double cropping area for 2020,
606,lulc_vector,LULC,triply_cropped_area_2017,tripple/annual/perennial cropping area for 2017,
607,lulc_vector,LULC,doubly_cropped_area_2023,double cropping area for 2023,
608,lulc_vector,LULC,doubly_cropped_area_2022,double cropping area for 2022,
609,lulc_vector,LULC,barrenlands_area_2020,barren land area for 2020,
610,lulc_vector,LULC,cropland_area_2018,cropland area for 2018,
611,lulc_vector,LULC,krz_water_area_2021,"kharif, rabi and zaid water area for 2021",
612,lulc_vector,LULC,k_water_area_2017,kharif water area for 2017,
613,lulc_vector,LULC,cropland_area_2017,cropland area for 2017,
614,lulc_vector,LULC,krz_water_area_2020,"kharif, rabi and zaid water area for 2020",
615,lulc_vector,LULC,k_water_area_2018,kharif water area for 2018,
616,lulc_vector,LULC,krz_water_area_2023,"kharif, rabi and zaid water area for 2018",
617,lulc_vector,LULC,k_water_area_2019,kharif water area for 2019,
618,lulc_vector,LULC,cropland_area_2019,cropland area for 2019,
619,lulc_vector,LULC,krz_water_area_2022,"kharif, rabi and zaid water area for 2022",
620,lulc_vector,LULC,kr_water_area_2022,kharif and rabi water area for 2022,
621,lulc_vector,LULC,kr_water_area_2023,kharif and rabi water area for 2023,
622,lulc_vector,LULC,sum,total classified area across all categories,
623,lulc_vector,LULC,tree_forest_area_2017,tree to tree area for 2017,
624,lulc_vector,LULC,tree_forest_area_2018,tree to tree area for 2018,
625,lulc_vector,LULC,tree_forest_area_2019,tree to tree area for 2019,
626,lulc_vector,LULC,doubly_cropped_area_2018,double cropped area for 2018,
627,lulc_vector,LULC,doubly_cropped_area_2017,double cropped area for 2017,
628,lulc_vector,LULC,uid,unique identifier,
629,lulc_vector,LULC,single_non_kharif_cropped_area_2020,single non kharif cropped area for 2020,
630,lulc_vector,LULC,doubly_cropped_area_2019,double cropped area for 2019,
631,lulc_vector,LULC,single_non_kharif_cropped_area_2022,single non kharif cropped area for 2022,
632,lulc_vector,LULC,single_non_kharif_cropped_area_2021,single non kharif cropped area for 2021,
633,lulc_vector,LULC,area_in_ha,area in hectares,
634,lulc_vector,LULC,single_non_kharif_cropped_area_2023,single non kharif cropped area for 2023,
635,lulc_vector,LULC,kr_water_area_2020,kharif and rabi water area for 2020,
636,lulc_vector,LULC,kr_water_area_2021,kharif and rabi water area for 2021,
637,lulc_vector,LULC,krz_water_area_2018,"kharif, rabi and zaid water area for 2018",
638,lulc_vector,LULC,krz_water_area_2017,"kharif, rabi and zaid water area for 2017",
639,lulc_vector,LULC,krz_water_area_2019,"kharif, rabi and zaid water area for 2019",
640,lulc_vector,LULC,kr_water_area_2017,kharif and rabi water area for 2017,
641,lulc_vector,LULC,kr_water_area_2018,kharif and rabi water area for 2018,
642,lulc_vector,LULC,built-up_area_2017,built up area for 2017,
643,lulc_vector,LULC,k_water_area_2020,kharif water area for 2020,
644,lulc_vector,LULC,built-up_area_2018,built up area for 2018,
645,lulc_vector,LULC,k_water_area_2021,kharif water area for 2021,
646,lulc_vector,LULC,built-up_area_2019,built up area for 2019,
647,lulc_vector,LULC,k_water_area_2022,kharif water area for 2022,
648,lulc_vector,LULC,k_water_area_2023,kharif water area for 2023,
649,lulc_vector,LULC,kr_water_area_2019,kharif and rabi water area for 2019,
650,lulc_vector,LULC,built-up_area_2020,built up area for 2020,
651,lulc_vector,LULC,built-up_area_2021,built up area for 2021,
652,lulc_vector,LULC,built-up_area_2022,built up area for 2022,
653,lulc_vector,LULC,built-up_area_2023,built up area for 2023,
654,lulc_vector,LULC,single_non_kharif_cropped_area_2017,single non kharif cropped area for 2017,
655,lulc_vector,LULC,cropland_area_2021,cropland area for 2021,
656,lulc_vector,LULC,cropland_area_2020,cropland area for 2020,
657,lulc_vector,LULC,single_non_kharif_cropped_area_2019,single non kharif cropped area for 2019,
658,lulc_vector,LULC,cropland_area_2023,cropland area for 2023,
659,lulc_vector,LULC,single_non_kharif_cropped_area_2018,single non kharif cropped area for 2018,
660,lulc_vector,LULC,cropland_area_2022,cropland area for 2022,
661,lulc_vector,LULC,system:index,,
662,lulcXplains_clusters,Terrain LULC,LxP_cluster,lulc x plain cluster id,
663,lulcXplains_clusters,Terrain LULC,area,area,
664,lulcXplains_clusters,Terrain LULC,clust_name,cluster name ,
665,lulcXplains_clusters,Terrain LULC,forest,trees area percent,
666,lulcXplains_clusters,Terrain LULC,shrubs_scrubs,shrubs and scrubs area percent,
667,lulcXplains_clusters,Terrain LULC,terrain_cluster,terrain cluster,
668,lulcXplains_clusters,Terrain LULC,barren,barren area percent,
669,lulcXplains_clusters,Terrain LULC,uid,unique identifier,
670,lulcXplains_clusters,Terrain LULC,sing_non_kharif_crop,single non kharif area percent,
671,lulcXplains_clusters,Terrain LULC,sing_crop,single kharif area percent,
672,lulcXplains_clusters,Terrain LULC,double_crop,double kharif area percent,
673,lulcXplains_clusters,Terrain LULC,area_in_ha,area in hectares,
674,lulcXplains_clusters,Terrain LULC,id,id,
675,lulcXplains_clusters,Terrain LULC,system:index,,
676,lulcXplains_clusters,Terrain LULC,triple_crop,tripple/annual/perennial cropping,
677,terrain_clusters,Terrain Vector,hill_slopes_area,hill slopes area percent ,
678,terrain_clusters,Terrain Vector,uid,unique identifier,
679,terrain_clusters,Terrain Vector,slopy_area,slopy area percent ,
680,terrain_clusters,Terrain Vector,area_in_ha,area in hectares,
681,terrain_clusters,Terrain Vector,valley_area,valley area,
682,terrain_clusters,Terrain Vector,id,id,
683,terrain_clusters,Terrain Vector,plain_area,plain area,
684,terrain_clusters,Terrain Vector,ridge_area,ridge area,
685,terrain_clusters,Terrain Vector,system:index,,
686,terrain_clusters,Terrain Vector,terrainClusters,terrain cluster id,
687,tree_health_ccd_vector_2017,,uid,unique identifier,
688,tree_health_ccd_vector_2017,,lo_de_2017,low canopy cover density for 2017,
689,tree_health_ccd_vector_2017,,hi_de_2017,high canopy cover density for 2017,
690,tree_health_ccd_vector_2017,,area_in_ha,area in hectares ,
691,tree_health_ccd_vector_2017,,sum,total canopy cover,
692,tree_health_ccd_vector_2017,,id,id,
693,tree_health_ccd_vector_2017,,mi_da_2017,missing data area in hectares,
694,tree_health_ccd_vector_2017,,system:index,,
695,tree_health_overall_change_vector,Tree Overall Change Vector,Degradation,reduction in tree height or canopy density,
696,tree_health_overall_change_vector,Tree Overall Change Vector,Deforestation,tree cover loss,
697,tree_health_overall_change_vector,Tree Overall Change Vector,uid,unique identifier,
698,tree_health_overall_change_vector,Tree Overall Change Vector,Improvement,improvement in tree height or canopy density,
699,tree_health_overall_change_vector,Tree Overall Change Vector,Missing Data,missing data,
700,tree_health_overall_change_vector,Tree Overall Change Vector,No_Change,area where tree cover remain stable,
701,tree_health_overall_change_vector,Tree Overall Change Vector,area_in_ha,area in hectares,
702,tree_health_overall_change_vector,Tree Overall Change Vector,Partially_Degraded,partially degraded,
703,tree_health_overall_change_vector,Tree Overall Change Vector,sum,total value across all categories,
704,tree_health_overall_change_vector,Tree Overall Change Vector,id,id,
705,tree_health_overall_change_vector,Tree Overall Change Vector,Afforestation,tree cover gain ,
706,tree_health_overall_change_vector,Tree Overall Change Vector,system:index,,
707,well_depth_annual,Hydrology,uid,unique identifier,
708,well_depth_annual,Hydrology,2022_2023,well depth meters from 2022 July to 2023 June,
709,well_depth_annual,Hydrology,2017_2018,well depth meters from 2017 July to 2018 June,
710,well_depth_annual,Hydrology,weighted_avg_yeild,weighted average yield of aquifer ,
711,well_depth_annual,Hydrology,area_in_ha,area in hectares,
712,well_depth_annual,Hydrology,2023_2024,well depth meters from 2023 July to 2024 June,
713,well_depth_annual,Hydrology,2019_2020,well depth meters from 2019 July to 2020 June,
714,well_depth_annual,Hydrology,2020_2021,well depth meters from 2020 July to 2021 June,
715,well_depth_annual,Hydrology,2018_2019,well depth meters from 2018 July to 2019 June,
716,well_depth_annual,Hydrology,id,id,
717,well_depth_annual,Hydrology,2021_2022,well depth meters from 2021 July to 2022 June,
718,well_depth_annual,Hydrology,system:index,,
719,well_depth_net_value,Hydrology,weighted_avg_yeild,weighted average yield of aquifer ,
720,well_depth_net_value,Hydrology,2023_2024,,
721,well_depth_net_value,Hydrology,Net2019_24,net value from 2019 to 2024,
722,well_depth_net_value,Hydrology,Net2018_23,net value from 2018 to 2023,
723,well_depth_net_value,Hydrology,2019_2020,,
724,well_depth_net_value,Hydrology,2020_2021,,
725,well_depth_net_value,Hydrology,2018_2019,,
726,well_depth_net_value,Hydrology,Net2017_22,net value from 2017 to 2022,
727,well_depth_net_value,Hydrology,uid,unique identifier,
728,well_depth_net_value,Hydrology,2022_2023,,
729,well_depth_net_value,Hydrology,2017_2018,,
730,well_depth_net_value,Hydrology,area_in_ha,,
731,well_depth_net_value,Hydrology,id,id,
732,well_depth_net_value,Hydrology,2021_2022,,
733,well_depth_net_value,Hydrology,system:index,,
